"New Zealand Schools Directory",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A list of New Zealand schools including contact details, institution information, regional information and decile information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"^Email addresses are only listed for schools that agreed to have their email publicly released. Persons or organisations wishing to send email material to individuals or organisations whose email addresses appear in this directory must comply with the requirements of the Unsolicited Electronic Messages Act 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*Principal names are available for State and State Integrated Schools. Principal names for Private Schools are provided where available.  The most up to date information that we have available has been provided.  Recent changes may not be reflected.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roll data as at 1 September 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regional Council: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Territorial Authority: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"School Type: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"School Authority: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"School Gender: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Definition: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School Number,School Name,Telephone,Fax,Email^,Principal*,School Website,Street,Suburb,Town / City,Postal Address,Postal Address Suburb,Postal Address City,Postal Code,Urban Area,School Type,Definition,Authority,Donations,Gender of Students,Territorial Authority,Regional Council,Ministry of Education Local Office,Education Region,General Electorate,Māori Electorate,Area Unit,Ward,Community of Learning ID,Community of Learning Name,Latitude,Longitude,Isolation Index,Decile,Total School Roll,European / Pākehā,Māori,Pacific,Asian,MELAA,Other,International
281,Scots College,04 388 0850,04 388 2887,enquiries@scotscollege.school.nz,Graeme Yule,http://www.scotscollege.school.nz/,1 Monorgan Road,Strathmore,Wellington,P O Box 15064,Miramar,Wellington,6243,Main Urban Area,Composite,School with Boarding Facilities,Private : Fully Registered,Not applicable,Co-Educational,Wellington City,Wellington Region,Wellington,Wellington,Rongotai,Te Tai Tonga,Strathmore Park,Eastern Ward,,,-41.326932,174.818441,Not applicable,10,961,588,55,40,188,22,11,57
282,Te Kura Amorangi o Whakawatea,07 843 3499,07 843 7647,tumuaki@whakawatea.school.nz,Susanne Simmons-Kopa,http://whakawatea.school.nz,132 Saxbys Road,Melville,Hamilton,P O Box 16160,Urlich,Hamilton,3245,Main Urban Area,Full Primary,Designated Character School,State,Donations should not be requested unless for a school camp,Co-Educational,Waipa District,Waikato Region,Hamilton,Waikato,Taranaki-King Country,Hauraki-Waikato,Lake Cameron,Pirongia Ward,99105,Te Kaahui Ako o Mangakootukutuku,-37.824140,175.271398,0.08,4,167,3,163,1,0,0,0,0
283,Otamatea Christian School,09 431 8487,09 431 8487,otamateachristianschool@gmail.com,Mark Bell,http://www.otamateachristianschool.com,98 Hurndall Street,,Maungaturoto,98 Hurndall Street East,,Maungaturoto,520,Rural Area,Composite,Not Applicable,Private : Fully Registered,Not applicable,Co-Educational,Kaipara District,Northland Region,Whangarei,Tai Tokerau,Northland,Te Tai Tokerau,Maungaturoto,Otamatea Ward,,,-36.109236,174.358510,Not applicable,99,32,19,10,0,2,1,0,0
284,St Catherines College (Kilbirnie),04 939 8988,04 939 8985,office@scc.school.nz,Katrina Kerr-Bell,http://www.stcatherinescollege.school.nz,14 Upper Bourke Street,Kilbirnie,Wellington,P O Box 14076,Kilbirnie,Wellington,6241,Main Urban Area,Secondary (Year 9-15),Not Applicable,State : Integrated,Donations should not be requested unless for a school camp,Single Sex (Girls School),Wellington City,Wellington Region,Wellington,Wellington,Rongotai,Te Tai Tonga,Kilbirnie West-Hataitai South,Eastern Ward,99172,Wellington Catholic Community of Learning,-41.318044,174.792481,0.11,6,181,52,23,42,45,19,0,0
286,St Mary's College (Wellington),04 473 5554,04 473 1244,office@stmw.school.nz,Andrew Murray,http://www.stmw.school.nz/,15 Guildford Terrace,Wellington CBD,Wellington,15 Guildford Terrace,Thorndon,Wellington,6011,Main Urban Area,Secondary (Year 9-15),Not Applicable,State : Integrated,Donations may be requested,Single Sex (Girls School),Wellington City,Wellington Region,Wellington,Wellington,Wellington Central,Te Tai Tonga,Thorndon-Tinakori Road,Lambton Ward,99172,Wellington Catholic Community of Learning,-41.275812,174.775179,0.04,9,573,212,120,142,79,14,5,1
287,Queen Charlotte College,03 573 6558,03 573 6559,admin@qcc.school.nz,Betty Whyte,http://www.qcc.school.nz,173 Waikawa Road,,Picton,173 Waikawa Road,,Picton,7220,Minor Urban Area,Secondary (Year 7-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Marlborough District,Marlborough Region,Nelson,Nelson/Marlborough/West Coast,Kaikoura,Te Tai Tonga,Waikawa,Marlborough Sounds Ward,99004,Te Wheke Akoranga Marlborough Sounds Kāhui Ako,-41.279741,174.023150,1.91,6,361,178,158,5,12,5,3,0
288,Marlborough Boys' College,03 578 0119,03 578 0954,office@mbc.school.nz,John Kendal,http://www.marlboroughboys.school.nz,5 Stephenson Street,,Blenheim,5 Stephenson Street,,Blenheim,7201,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Single Sex (Boys School),Marlborough District,Marlborough Region,Nelson,Nelson/Marlborough/West Coast,Kaikoura,Te Tai Tonga,Whitney,Blenheim Ward,99006,Piritahi (2BCoS) Community of Learning,-41.519020,173.955063,1.26,6,919,628,163,62,40,16,8,2
289,Marlborough Girls' College,03 520 8448,03 578 0196,principal@mgc.school.nz,Mary-Jeanne Lynch,http://www.mgc.school.nz,21 Mclauchlan Street,Springlands,Blenheim,21 Mclauchlan Street,Springlands,Blenheim,7201,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Single Sex (Girls School),Marlborough District,Marlborough Region,Nelson,Nelson/Marlborough/West Coast,Kaikoura,Te Tai Tonga,Springlands,Blenheim Ward,99006,Piritahi (2BCoS) Community of Learning,-41.507454,173.944437,1.29,7,890,620,142,51,45,21,8,3
290,Collingwood Area School,03 524 8125,03 524 8124,admin@collingwood-area.school.nz,Alison Menary (Acting),http://www.collingwood-area.school.nz,Lewis Street,,Collingwood,Lewis Street RD 1,,Collingwood,7073,Rural Area,Composite,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Tasman District,Tasman Region,Nelson,Nelson/Marlborough/West Coast,West Coast-Tasman,Te Tai Tonga,Golden Bay,Golden Bay Ward,99054,Kāhui Ako ki Mohua,-40.682214,172.680023,3.97,7,167,132,18,4,8,1,2,2
291,Rai Valley Area School,03 571 6016,03 571 6336,office@rai.school.nz,Maree Furness,http://www.rai.school.nz,6700 State Highway 6,,Rai Valley,6700 State Highway 6 RD 1,,Rai Valley,7194,Rural Area,Composite,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Marlborough District,Marlborough Region,Nelson,Nelson/Marlborough/West Coast,Kaikoura,Te Tai Tonga,Marlborough Sounds Terrestrial,Marlborough Sounds Ward,99023,TOSI Area Schools Community of Learning,-41.234081,173.581690,2.40,5,117,97,18,0,0,0,2,0
292,Golden Bay High School,03 525 9914,03 525 9067,postie@gbh.school.nz,Linda Tame,http://www.gbh.school.nz,12 Waitapu Road,,Takaka,12 Waitapu Road,,Takaka,7110,Minor Urban Area,Secondary (Year 7-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Tasman District,Tasman Region,Nelson,Nelson/Marlborough/West Coast,West Coast-Tasman,Te Tai Tonga,Takaka,Golden Bay Ward,99054,Kāhui Ako ki Mohua,-40.848048,172.808357,3.39,6,337,269,32,5,17,9,4,1
293,Nayland College,03 547 9769,03 547 3498,xtend@nayland.school.nz,Daniel Wilson,http://www.nayland.school.nz,166 Nayland Road,Stoke,Nelson,166 Nayland Road,Stoke,Nelson,7011,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Nelson City,Nelson Region,Nelson,Nelson/Marlborough/West Coast,Nelson,Te Tai Tonga,Nayland,Area Outside Ward,99042,Te Kāhui Ako o Omaio ki Tahunanui,-41.305048,173.232706,1.75,6,1421,1020,276,25,57,34,3,6
294,Nelson College,03 548 3099,03 546 6932,excellence@nelsoncollege.school.nz,Richard Dykes,http://www.nelsoncollege.school.nz/,Waimea Road,,Nelson,Private Bag 16,Nelson Mail Centre,Nelson,7042,Main Urban Area,Secondary (Year 9-15),School with Boarding Facilities,State,Donations should not be requested unless for a school camp,Single Sex (Boys School),Nelson City,Nelson Region,Nelson,Nelson/Marlborough/West Coast,Nelson,Te Tai Tonga,Grampians,Area Outside Ward,99005,Nelson City Community of Learning,-41.285573,173.275569,1.68,7,944,595,150,39,108,20,2,30
295,Nelson College For Girls,03 548 3104,03 545 9601,admin@ncg.school.nz,Catherine Ewing,http://www.ncg.school.nz,Trafalgar Street,,Nelson,P O Box 842,,Nelson,7040,Main Urban Area,Secondary (Year 9-15),School with Boarding Facilities,State,Donations should not be requested unless for a school camp,Single Sex (Girls School),Nelson City,Nelson Region,Nelson,Nelson/Marlborough/West Coast,Nelson,Te Tai Tonga,Bronte,Area Outside Ward,99005,Nelson City Community of Learning,-41.279353,173.283181,1.67,7,792,530,106,20,96,20,5,15
296,Waimea College,03 544 6099,03 544 1052,inspire@waimea.school.nz,Scott Haines,http://www.waimea.school.nz/,60 Salisbury Road,,Richmond,60 Salisbury Road,Richmond,Nelson,7020,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations may be requested,Co-Educational,Tasman District,Tasman Region,Nelson,Nelson/Marlborough/West Coast,Nelson,Te Tai Tonga,Richmond East,Richmond Ward,99142,Waimea Community of Learning,-41.337691,173.196869,1.81,8,1490,1213,171,10,46,18,13,19
297,Tapawera Area School,03 522 4337,03 522 4338,office@tapawera.school.nz,Tanya Snackers (Acting),http://www.tapawera.school.nz,48 Main Road,Tapawera,Nelson,48 Main Road Tapawera RD 2,,Wakefield,7096,Rural Area,Composite,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Tasman District,Tasman Region,Nelson,Nelson/Marlborough/West Coast,West Coast-Tasman,Te Tai Tonga,Tapawera,Lakes-Murchison Ward,,,-41.393190,172.824973,2.45,4,194,122,66,1,2,2,1,0
298,Motueka High School,03 528 9050,03 528 6906,admin@motuekahigh.school.nz,John Prestidge,http://www.motuekahigh.school.nz,Whakarewa Street,,Motueka,Private Bag 1001,,Motueka,7143,Minor Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Tasman District,Tasman Region,Nelson,Nelson/Marlborough/West Coast,West Coast-Tasman,Te Tai Tonga,Motueka West,Motueka Ward,99115,Motueka Community of Learning,-41.114850,173.004622,2.16,5,713,541,127,16,21,6,2,0
299,Murchison Area School,03 523 9072,03 523 9588,enquiries@murchison.school.nz,Andy Ashworth,http://www.murchison.school.nz/,61 Waller Street,,Murchison,61 Waller Street,,Murchison,7007,Rural Area,Composite,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Tasman District,Tasman Region,Nelson,Nelson/Marlborough/West Coast,West Coast-Tasman,Te Tai Tonga,Murchison,Lakes-Murchison Ward,,,-41.799472,172.326530,3.42,4,176,148,22,0,4,1,1,0
300,Karamea Area School,03 782 6717,03 782 6717,,Dean Rainey,https://www.karamea.school.nz/,Waverley Street,Karamea,Westport,P O Box 48,,Karamea,7864,Rural Area,Composite,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Buller District,West Coast Region,Nelson,Nelson/Marlborough/West Coast,West Coast-Tasman,Te Tai Tonga,Karamea,Seddon Ward,99023,TOSI Area Schools Community of Learning,-41.249398,172.116110,6.42,4,83,66,8,5,1,0,3,0
301,Buller High School,03 789 7299,03 789 6790,office@buller.ac.nz,Andrew Basher,http://www.buller.ac.nz/,33 Derby Street,,Westport,P O Box 87,,Westport,7866,Minor Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Buller District,West Coast Region,Nelson,Nelson/Marlborough/West Coast,West Coast-Tasman,Te Tai Tonga,Westport Urban,Westport Ward,99007,Buller Community of Learning,-41.747593,171.605043,4.40,5,311,215,74,6,14,1,1,0
303,Greymouth High School,03 768 0472,03 768 6293,office@greyhigh.school.nz,Samantha Mortimer,http://www.greyhigh.school.nz,High Street,,Greymouth,P O Box 192,,Greymouth,7840,Secondary Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Grey District,West Coast Region,Nelson,Nelson/Marlborough/West Coast,West Coast-Tasman,Te Tai Tonga,Greymouth South,Central Ward,99026,Māwhera Kāhui Ako,-42.462775,171.197215,3.39,4,546,409,96,15,10,15,1,0
304,John Paul II High School,03 768 4166,03 768 5183,angela.sloane@johnpaul.ac.nz,Angela Sloane (Acting),http://www.johnpaul.ac.nz,10 Alexander Street,,Greymouth,P O Box 160,,Greymouth,7840,Secondary Urban Area,Secondary (Year 9-15),Not Applicable,State : Integrated,Donations should not be requested unless for a school camp,Co-Educational,Grey District,West Coast Region,Nelson,Nelson/Marlborough/West Coast,West Coast-Tasman,Te Tai Tonga,Greymouth Central,Central Ward,99026,Māwhera Kāhui Ako,-42.451508,171.212030,3.41,6,172,119,22,10,19,2,0,0
305,Westland High School,03 755 6169,03 755 6269,office@westlandhigh.school.nz,Iain Murray,http://www.westlandhigh.school.nz,140 Hampden Street,,Hokitika,P O Box 154,,Hokitika,7842,Minor Urban Area,Secondary (Year 7-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Westland District,West Coast Region,Nelson,Nelson/Marlborough/West Coast,West Coast-Tasman,Te Tai Tonga,Hokitika Urban,Hokitika Ward,99024,Westland Community of Learning,-42.717508,170.972914,3.65,6,350,249,85,4,5,5,2,0
306,South Westland Area School,03 753 3160,03 753 3037,office@swas.ac.nz,Nick Glancy (Acting),http://www.southwestlandarea.school.nz,Wanganui Flat Road,,Harihari,Wanganui Flat Road RD 1,,Harihari,7884,Rural Area,Composite,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Westland District,West Coast Region,Nelson,Nelson/Marlborough/West Coast,West Coast-Tasman,Te Tai Tonga,Harihari,Southern Ward,99023,TOSI Area Schools Community of Learning,-43.142012,170.551681,5.22,5,120,81,27,2,9,1,0,0
307,Kaikoura High School,03 319 5138,03 319 5409,jdasler@kaikourahigh.school.nz,John Tait,http://www.kaikourahigh.school.nz,1 Rorrisons Road,,Kaikoura,P O Box 61,,Kaikoura,7340,Rural Area,Secondary (Year 7-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Kaikoura District,Canterbury Region,Nelson,Nelson/Marlborough/West Coast,Kaikoura,Te Tai Tonga,Kaikoura Rural,Area Outside Ward,99025,Kaikoura Community of Learning,-42.400438,173.674454,3.05,4,215,132,75,3,5,0,0,0
308,Amuri Area School,03 315 8233,03 315 8476,office@amuri.school.nz,James Griggs,http://www.amuri.school.nz,School Road,,Culverden,P O Box 62,,Culverden,7345,Rural Area,Composite,Not Applicable,State,Donations may be requested,Co-Educational,Hurunui District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Kaikoura,Te Tai Tonga,Culverden,Amuri-Hurunui Ward,99066,Tipu Maia Community of Learning,-42.771117,172.848257,1.98,8,367,257,48,2,47,12,1,0
309,Cheviot Area School,03 319 8787,03 319 8789,accounts@cheviot.school.nz,Blair Sheat,http://www.cheviot.school.nz/,Hall Street,,Cheviot,P O Box 53,,Cheviot,7341,Rural Area,Composite,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Hurunui District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Kaikoura,Te Tai Tonga,Cheviot,Cheviot Ward,99066,Tipu Maia Community of Learning,-42.811459,173.275547,2.31,4,212,153,50,1,4,3,1,0
310,Oxford Area School,03 312 4197,03 312 4824,info@oxford.school.nz,Mike Hart,http://www.oxford.school.nz,52 Bay Road,,Oxford,52 Bay Road,,Oxford,7430,Minor Urban Area,Composite,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Waimakariri District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Waimakariri,Te Tai Tonga,Oxford,Oxford-Ohoka Ward,99066,Tipu Maia Community of Learning,-43.294200,172.187986,1.04,7,531,423,64,5,23,14,1,1
311,Hurunui College,03 314 4430,03 314 4559,office@hurunuicollege.school.nz,Stephen Beck,http://www.hurunuicollege.school.nz,Tenterden Street,,Hawarden,P O Box 12,,Hawarden,7348,Rural Area,Composite,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Hurunui District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Kaikoura,Te Tai Tonga,Hurunui,Amuri-Hurunui Ward,99066,Tipu Maia Community of Learning,-42.923810,172.637037,1.58,7,204,154,29,3,13,5,0,0
312,Rangiora High School,03 311 8888,03 313 8005,admin@rangiorahigh.school.nz,Karen Stewart,http://www.rangiorahigh.school.nz,East Belt,,Rangiora,125 East Belt,,Rangiora,7400,Secondary Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations may be requested,Co-Educational,Waimakariri District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Waimakariri,Te Tai Tonga,Rangiora North,Rangiora-Ashley Ward,99077,Puketeraki Community of Learning,-43.298192,172.598729,0.42,9,1573,1253,225,29,53,5,1,7
314,Kaiapoi High School,03 375 5004,03 327 6127,learn@kaiapoi.school.nz,Bruce Kearney,http://www.kaiapoi.school.nz,101 Ohoka Road,,Kaiapoi,101 Ohoka Road,,Kaiapoi,7630,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Waimakariri District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Waimakariri,Te Tai Tonga,Mansfield,Kaiapoi-Woodend Ward,99061,Katote (Christchurch) Community of Learning,-43.387172,172.646126,0.34,7,920,674,178,29,27,7,3,2
315,St Bedes College,03 375 0647,03 352 0345,office@stbedes.school.nz,Justin Boyle,http://www.stbedes.school.nz,210 Main North Road,Papanui,Christchurch,P O Box 5380,Papanui,Christchurch,8542,Main Urban Area,Secondary (Year 9-15),School with Boarding Facilities,State : Integrated,Donations may be requested,Single Sex (Boys School),Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Redwood South,Papanui Ward,99044,Christchurch Catholic (Te Mara Akoranga Katorika) Kāhui Ako,-43.484055,172.616872,0.13,9,811,602,95,32,51,7,3,21
316,Papanui High School,03 352 6119,03 352 6117,admin@papanui.school.nz,Jeffrey Smith,http://www.papanui.school.nz/,30 Langdons Road,Papanui,Christchurch,P O Box 5220,Papanui,Christchurch,8542,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Northcote,Papanui Ward,99039,Tōtaranui Kāhui Ako,-43.491042,172.606715,0.12,7,1576,989,243,54,231,40,11,8
317,Christchurch Adventist School,03 352 9173,03 352 3470,accounts@cas.school.nz,Evan Ellis,http://www.cas.school.nz,15 Grants Road,Papanui,Christchurch,P O Box 5197,Papanui,Christchurch,8542,Main Urban Area,Composite,Not Applicable,State : Integrated,Donations should not be requested unless for a school camp,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Papanui,Papanui Ward,99173,Christian Education Network Community of Learning,-43.499023,172.611436,0.09,5,271,87,17,63,73,24,6,1
318,St Andrew's College (Christchurch),03 940 2000,03 940 2060,reception@stac.school.nz,Christine Leighton,http://www.stac.school.nz,347 Papanui Road,Bryndwr,Christchurch,347 Papanui Road,Strowan,Christchurch,8052,Main Urban Area,Composite,School with Boarding Facilities,Private : Fully Registered,Not applicable,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Strowan,Fendalton Ward,99027,Waimairi-iri Community of Learning,-43.506368,172.615873,Not applicable,10,1588,1247,114,23,164,8,17,15
319,Burnside High School,03 358 8383,03 358 8380,,Phillip Holstein,http://www.burnside.school.nz,151 Greers Road,Burnside,Christchurch,P O Box 29677,Burnside,Christchurch,8540,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations may be requested,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Wairarapa,Waimairi Ward,99027,Waimairi-iri Community of Learning,-43.507320,172.577710,0.15,8,2454,1180,219,74,800,84,11,86
320,Mairehau High School,03 385 3145,03 385 3143,admin@mairehau.school.nz,Harry Romana,http://www.mairehau.school.nz,Hills Road,,Christchurch,440 Hills Road,Mairehau,Christchurch,8052,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Mairehau North,Innes Ward,,,-43.494021,172.648484,0.11,4,359,180,105,28,37,5,4,0
321,Shirley Boys' High School,03 375 7057,03 385 3934,jmf@shirley.school.nz,Tim Grocott,http://www.shirley.school.nz,209 Travis Road,,Christchurch,P O Box 27025,Shirley,Christchurch,8640,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Single Sex (Boys School),Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,North Beach,Coastal Ward,99175,Ōtākaro Community of Learning,-43.494009,172.708176,0.08,6,1247,794,255,78,72,21,4,23
324,Avonside Girls' High School,03 389 7199,03 389 9250,shume@avonside.school.nz,Susan Hume,http://www.avonside.school.nz,209 Travis Road,North New Brighton,Christchurch,209 Travis Road,North New Brighton,Christchurch,8083,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Single Sex (Girls School),Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,North Beach,Coastal Ward,99175,Ōtākaro Community of Learning,-43.493984,172.707457,0.06,6,1027,631,234,74,50,14,7,17
325,Rangi Ruru Girls' School,03 983 3700,03 983 3766,office@rangiruru.school.nz,Sandra Hastie,http://www.rangiruru.school.nz,59 Hewitts Road,Merivale,Christchurch,59 Hewitts Road,Merivale,Christchurch,8014,Main Urban Area,Secondary (Year 7-15),School with Boarding Facilities,Private : Fully Registered,Not applicable,Single Sex (Girls School),Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Merivale,Fendalton Ward,,,-43.518903,172.617787,Not applicable,10,672,531,52,6,60,1,5,17
326,Villa Maria College,03 348 4165,03 348 4163,villa@villa.school.nz,Deborah Brosnahan,http://www.villa.school.nz,21 Peer Street,Upper Riccarton,Christchurch,21 Peer Street,Upper Riccarton,Christchurch,8041,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Donations may be requested,Single Sex (Girls School),Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Upper Riccarton,Riccarton Ward,99044,Christchurch Catholic (Te Mara Akoranga Katorika) Kāhui Ako,-43.528309,172.567569,0.15,9,823,573,93,49,79,8,3,18
327,Christchurch Boys' High School,03 348 5003,03 348 8121,enquiries@cbhs.school.nz,Nic Hill,http://www.cbhs.school.nz,71 Straven Road,Riccarton,Christchurch,P O Box 8157,Riccarton,Christchurch,8440,Main Urban Area,Secondary (Year 9-15),School with Boarding Facilities,State,Donations may be requested,Single Sex (Boys School),Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Deans Bush,Fendalton Ward,,,-43.524811,172.598420,0.09,10,1366,943,164,44,145,28,7,35
328,Christchurch Girls' High School -Te Kura o Hine Waiora,03 348 0849,03 348 0847,admin@cghs.school.nz,Christine O'Neill,http://www.cghs.school.nz,10 Matai Street,Riccarton,Christchurch,10 Matai Street,Riccarton,Christchurch,8011,Main Urban Area,Secondary (Year 9-15),School with Boarding Facilities,State,Donations may be requested,Single Sex (Girls School),Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Mona Vale,Riccarton Ward,,,-43.524298,172.611374,0.07,9,1233,911,117,28,126,27,10,14
329,Mangakino School,07 882 8149,07 882 8974,office@mangakino.school.nz,Jenni Knight (Acting),http://www.mangakino.school.nz,55 Karamu Street,,Mangakino,P O Box 75,,Mangakino,3445,Rural Area,Full Primary,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Taupo District,Waikato Region,Hamilton,Waikato,Taupo,Te Tai Hauauru,Mangakino,Mangakino-Pouakani Ward,99195,Tokoroa Kāhui Ako,-38.369528,175.771411,1.23,1,60,4,54,0,0,1,1,0
330,Christ's College,03 366 8705,03 364 5295,headmaster@christscollege.com,Garth Wynne,http://www.christscollege.com,33 Rolleston Avenue,Christchurch Central,Christchurch,Private Bag 4900,,Christchurch,8140,Main Urban Area,Secondary (Year 9-15),School with Boarding Facilities,Private : Fully Registered,Not applicable,Single Sex (Boys School),Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Hagley Park,Central Ward,,,-43.529721,172.627122,Not applicable,10,684,542,38,4,67,7,4,22
331,St Thomas of Canterbury College,03 348 7010,03 348 2621,staff@stc.school.nz,Steve Hart,http://www.stc.school.nz,69 Middlepark Road,Sockburn,Christchurch,P O Box 11314,Sockburn,Christchurch,8443,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Donations may be requested,Single Sex (Boys School),Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Sockburn,Hornby Ward,99044,Christchurch Catholic (Te Mara Akoranga Katorika) Kāhui Ako,-43.533612,172.556212,0.16,8,676,409,112,78,59,10,1,7
333,St Margaret's College,03 379 2000,03 365 5748,admin@stmargarets.school.nz,Diana Patchett,http://www.stmargarets.school.nz/,12 Winchester Street,Merivale,Christchurch,P O Box 25094,,Christchurch,8144,Main Urban Area,Composite,School with Boarding Facilities,Private : Fully Registered,Not applicable,Single Sex (Girls School),Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Merivale,Fendalton Ward,,,-43.519096,172.622159,Not applicable,10,832,686,34,3,71,8,7,23
334,Riccarton High School,03 348 5073,03 343 3354,info@riccarton.school.nz,Neil Haywood,http://www.riccarton.school.nz,31 Vicki Street,Sockburn,Christchurch,31 Vicki Street,Sockburn,Christchurch,8042,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Sockburn,Riccarton Ward,99176,Pūtaringamotu Kāhui Ako,-43.535895,172.566365,0.15,6,1066,459,149,56,357,23,8,14
